,sales,date,region
2862,1731,1/22/2020,east
2863,1551,1/22/2020,west
2864,1626,1/23/2020,north
2865,1518,1/23/2020,south
2866,1575,1/23/2020,east
2867,1611,1/23/2020,west
2868,1629,1/24/2020,north
2869,1704,1/24/2020,south
2870,1656,1/24/2020,east
2871,1554,1/24/2020,west
2872,1575,1/25/2020,north
2873,1638,1/25/2020,south
2874,1635,1/25/2020,east
2875,1548,1/25/2020,west
2876,1710,1/26/2020,north
2877,1584,1/26/2020,south
2878,1716,1/26/2020,east
2879,1602,1/26/2020,west
2880,1569,1/27/2020,north
2881,1506,1/27/2020,south
2882,1671,1/27/2020,east
2883,1584,1/27/2020,west
2884,1689,1/28/2020,north
2885,1773,1/28/2020,south
2886,1647,1/28/2020,east
2887,1503,1/28/2020,west
2888,1593,1/29/2020,north
2889,1506,1/29/2020,south
2890,1740,1/29/2020,east
2891,1572,1/29/2020,west
2892,1620,1/30/2020,north
2893,1542,1/30/2020,south
2894,1593,1/30/2020,east
2895,1500,1/30/2020,west
2896,1635,1/31/2020,north
2897,1656,1/31/2020,south
2898,1779,1/31/2020,east
2899,1605,1/31/2020,west
2900,1602,2/1/2020,north
2901,1794,2/1/2020,south
2902,1677,2/1/2020,east
2903,1521,2/1/2020,west
2904,1707,2/2/2020,north
2905,1665,2/2/2020,south
2906,1713,2/2/2020,east
2907,1659,2/2/2020,west
2908,1548,2/3/2020,north
2909,1647,2/3/2020,south
2910,1764,2/3/2020,east
2911,1662,2/3/2020,west
2912,1563,2/4/2020,north
2913,1755,2/4/2020,south
2914,1659,2/4/2020,east
2915,1575,2/4/2020,west
2916,1716,2/5/2020,north
2917,1506,2/5/2020,south
2918,1734,2/5/2020,east
2919,1704,2/5/2020,west
2920,1512,2/6/2020,north
2921,1572,2/6/2020,south
2922,1782,2/6/2020,east
2923,1554,2/6/2020,west
2924,1782,2/7/2020,north
2925,1701,2/7/2020,south
2926,1698,2/7/2020,east
2927,1671,2/7/2020,west
2928,1584,2/8/2020,north
2929,1602,2/8/2020,south
2930,1755,2/8/2020,east
2931,1614,2/8/2020,west
2932,1743,2/9/2020,north
2933,1788,2/9/2020,south
2934,1644,2/9/2020,east
2935,1728,2/9/2020,west
2936,1599,2/10/2020,north
2937,1689,2/10/2020,south
2938,1776,2/10/2020,east
2939,1569,2/10/2020,west
2940,1791,2/11/2020,north
2941,1638,2/11/2020,south
2942,1716,2/11/2020,east
2943,1788,2/11/2020,west
2944,1758,2/12/2020,north
2945,1752,2/12/2020,south
2946,1599,2/12/2020,east
2947,1533,2/12/2020,west
2948,1548,2/13/2020,north
2949,1800,2/13/2020,south
2950,1659,2/13/2020,east
2951,1617,2/13/2020,west
2952,1746,2/14/2020,north
2953,1644,2/14/2020,south
2954,1698,2/14/2020,east
2955,1533,2/14/2020,west
2956,1704,2/15/2020,north
2957,1524,2/15/2020,south
2958,1545,2/15/2020,east
2959,1731,2/15/2020,west
2960,1665,2/16/2020,north
2961,1791,2/16/2020,south
2962,1605,2/16/2020,east
2963,1743,2/16/2020,west
2964,1677,2/17/2020,north
2965,1590,2/17/2020,south
2966,1722,2/17/2020,east
2967,1743,2/17/2020,west
2968,1668,2/18/2020,north
2969,1620,2/18/2020,south
2970,1704,2/18/2020,east
2971,1683,2/18/2020,west
2972,1551,2/19/2020,north
2973,1650,2/19/2020,south
2974,1689,2/19/2020,east
2975,1638,2/19/2020,west
2976,1518,2/20/2020,north
2977,1593,2/20/2020,south
2978,1632,2/20/2020,east
2979,1602,2/20/2020,west
2980,1761,2/21/2020,north
2981,1755,2/21/2020,south
2982,1581,2/21/2020,east
2983,1794,2/21/2020,west
2984,1545,2/22/2020,north
2985,1689,2/22/2020,south
2986,1632,2/22/2020,east
2987,1668,2/22/2020,west
2988,1638,2/23/2020,north
2989,1602,2/23/2020,south
2990,1686,2/23/2020,east
2991,1776,2/23/2020,west
2992,1593,2/24/2020,north
2993,1734,2/24/2020,south
2994,1608,2/24/2020,east
2995,1617,2/24/2020,west
2996,1656,2/25/2020,north
2997,1722,2/25/2020,south
2998,1566,2/25/2020,east
2999,1548,2/25/2020,west
3000,1545,2/26/2020,north
3001,1521,2/26/2020,south
3002,1728,2/26/2020,east
3003,1668,2/26/2020,west
3004,1698,2/27/2020,north
3005,1599,2/27/2020,south
3006,1581,2/27/2020,east
3007,1527,2/27/2020,west
3008,1509,2/28/2020,north
3009,1686,2/28/2020,south
3010,1590,2/28/2020,east
3011,1689,2/28/2020,west
3012,1671,2/29/2020,north
3013,1728,2/29/2020,south
3014,1524,2/29/2020,east
3015,1656,2/29/2020,west
3016,1593,3/1/2020,north
3017,1626,3/1/2020,south
3018,1626,3/1/2020,east
3019,1692,3/1/2020,west
3020,1509,3/2/2020,north
3021,1788,3/2/2020,south
3022,1572,3/2/2020,east
3023,1569,3/2/2020,west
3024,1632,3/3/2020,north
3025,1548,3/3/2020,south
3026,1623,3/3/2020,east
3027,1506,3/3/2020,west
3028,1773,3/4/2020,north
3029,1677,3/4/2020,south
3030,1638,3/4/2020,east
3031,1569,3/4/2020,west
3032,1794,3/5/2020,north
3033,1764,3/5/2020,south
3034,1530,3/5/2020,east
3035,1770,3/5/2020,west
3036,1623,3/6/2020,north
3037,1734,3/6/2020,south
3038,1698,3/6/2020,east
3039,1503,3/6/2020,west
3040,1641,3/7/2020,north
3041,1581,3/7/2020,south
3042,1797,3/7/2020,east
3043,1674,3/7/2020,west
3044,1701,3/8/2020,north
3045,1590,3/8/2020,south
3046,1599,3/8/2020,east
3047,1791,3/8/2020,west
3048,1719,3/9/2020,north
3049,1776,3/9/2020,south
3050,1542,3/9/2020,east
3051,1740,3/9/2020,west
3052,1644,3/10/2020,north
3053,1653,3/10/2020,south
3054,1797,3/10/2020,east
3055,1740,3/10/2020,west
3056,1605,3/11/2020,north
3057,1584,3/11/2020,south
3058,1662,3/11/2020,east
3059,1572,3/11/2020,west
3060,1635,3/12/2020,north
3061,1548,3/12/2020,south
3062,1680,3/12/2020,east
3063,1767,3/12/2020,west
3064,1554,3/13/2020,north
3065,1686,3/13/2020,south
3066,1749,3/13/2020,east
3067,1554,3/13/2020,west
3068,1662,3/14/2020,north
3069,1557,3/14/2020,south
3070,1755,3/14/2020,east
3071,1758,3/14/2020,west
3072,1500,3/15/2020,north
3073,1665,3/15/2020,south
3074,1761,3/15/2020,east
3075,1626,3/15/2020,west
3076,1650,3/16/2020,north
3077,1722,3/16/2020,south
3078,1641,3/16/2020,east
3079,1611,3/16/2020,west
3080,1701,3/17/2020,north
3081,1701,3/17/2020,south
3082,1794,3/17/2020,east
3083,1509,3/17/2020,west
3084,1566,3/18/2020,north
3085,1716,3/18/2020,south
3086,1701,3/18/2020,east
3087,1605,3/18/2020,west
3088,1581,3/19/2020,north
3089,1797,3/19/2020,south
3090,1725,3/19/2020,east
3091,1554,3/19/2020,west
3092,1665,3/20/2020,north
3093,1641,3/20/2020,south
3094,1677,3/20/2020,east
3095,1707,3/20/2020,west
3096,1575,3/21/2020,north
3097,1674,3/21/2020,south
3098,1707,3/21/2020,east
3099,1710,3/21/2020,west
3100,1644,3/22/2020,north
3101,1668,3/22/2020,south
3102,1674,3/22/2020,east
3103,1737,3/22/2020,west
3104,1767,3/23/2020,north
3105,1620,3/23/2020,south
3106,1593,3/23/2020,east
3107,1542,3/23/2020,west
3108,1548,3/24/2020,north
3109,1662,3/24/2020,south
3110,1740,3/24/2020,east
3111,1572,3/24/2020,west
3112,1779,3/25/2020,north
3113,1770,3/25/2020,south
3114,1623,3/25/2020,east
3115,1575,3/25/2020,west
3116,1785,3/26/2020,north
3117,1671,3/26/2020,south
3118,1749,3/26/2020,east
3119,1791,3/26/2020,west
3120,1713,3/27/2020,north
3121,1623,3/27/2020,south
3122,1605,3/27/2020,east
3123,1566,3/27/2020,west
3124,1569,3/28/2020,north
3125,1605,3/28/2020,south
3126,1728,3/28/2020,east
3127,1665,3/28/2020,west
3128,1782,3/29/2020,north
3129,1800,3/29/2020,south
3130,1518,3/29/2020,east
3131,1800,3/29/2020,west
3132,1515,3/30/2020,north
3133,1764,3/30/2020,south
3134,1632,3/30/2020,east
3135,1608,3/30/2020,west
3136,1794,3/31/2020,north
3137,1635,3/31/2020,south
3138,1572,3/31/2020,east
3139,1629,3/31/2020,west
3140,1557,4/1/2020,north
3141,1536,4/1/2020,south
3142,1587,4/1/2020,east
3143,1728,4/1/2020,west
3144,1779,4/2/2020,north
3145,1773,4/2/2020,south
3146,1794,4/2/2020,east
3147,1503,4/2/2020,west
3148,1767,4/3/2020,north
3149,1743,4/3/2020,south
3150,1560,4/3/2020,east
3151,1746,4/3/2020,west
3152,1731,4/4/2020,north
3153,1692,4/4/2020,south
3154,1722,4/4/2020,east
3155,1563,4/4/2020,west
3156,1797,4/5/2020,north
3157,1755,4/5/2020,south
3158,1611,4/5/2020,east
3159,1635,4/5/2020,west
3160,1752,4/6/2020,north
3161,1749,4/6/2020,south
3162,1782,4/6/2020,east
3163,1521,4/6/2020,west
3164,1752,4/7/2020,north
3165,1686,4/7/2020,south
3166,1500,4/7/2020,east
3167,1785,4/7/2020,west
3168,1611,4/8/2020,north
3169,1794,4/8/2020,south
3170,1734,4/8/2020,east
3171,1659,4/8/2020,west
3172,1650,4/9/2020,north
3173,1587,4/9/2020,south
3174,1629,4/9/2020,east
3175,1506,4/9/2020,west
3176,1794,4/10/2020,north
3177,1551,4/10/2020,south
3178,1503,4/10/2020,east
3179,1776,4/10/2020,west
3180,1659,4/11/2020,north
3181,1590,4/11/2020,south
3182,1515,4/11/2020,east
3183,1506,4/11/2020,west
3184,1722,4/12/2020,north
3185,1512,4/12/2020,south
3186,1773,4/12/2020,east
3187,1635,4/12/2020,west
3188,1548,4/13/2020,north
3189,1692,4/13/2020,south
3190,1698,4/13/2020,east
3191,1755,4/13/2020,west
3192,1521,4/14/2020,north
3193,1593,4/14/2020,south
3194,1644,4/14/2020,east
3195,1587,4/14/2020,west
3196,1800,4/15/2020,north
3197,1788,4/15/2020,south
3198,1764,4/15/2020,east
3199,1650,4/15/2020,west
3200,1704,4/16/2020,north
3201,1659,4/16/2020,south
3202,1644,4/16/2020,east
3203,1500,4/16/2020,west
3204,1734,4/17/2020,north
3205,1617,4/17/2020,south
3206,1584,4/17/2020,east
3207,1569,4/17/2020,west
3208,1623,4/18/2020,north
3209,1500,4/18/2020,south
3210,1578,4/18/2020,east
3211,1590,4/18/2020,west
3212,1761,4/19/2020,north
3213,1728,4/19/2020,south
3214,1716,4/19/2020,east
3215,1704,4/19/2020,west
3216,1665,4/20/2020,north
3217,1515,4/20/2020,south
3218,1725,4/20/2020,east
3219,1695,4/20/2020,west
3220,1755,4/21/2020,north
3221,1521,4/21/2020,south
3222,1629,4/21/2020,east
3223,1686,4/21/2020,west
3224,1614,4/22/2020,north
3225,1614,4/22/2020,south
3226,1569,4/22/2020,east
3227,1527,4/22/2020,west
3228,1764,4/23/2020,north
3229,1524,4/23/2020,south
3230,1611,4/23/2020,east
3231,1785,4/23/2020,west
3232,1716,4/24/2020,north
3233,1692,4/24/2020,south
3234,1506,4/24/2020,east
3235,1533,4/24/2020,west
3236,1638,4/25/2020,north
3237,1638,4/25/2020,south
3238,1755,4/25/2020,east
3239,1545,4/25/2020,west
3240,1512,4/26/2020,north
3241,1593,4/26/2020,south
3242,1674,4/26/2020,east
3243,1719,4/26/2020,west
3244,1530,4/27/2020,north
3245,1593,4/27/2020,south
3246,1641,4/27/2020,east
3247,1575,4/27/2020,west
3248,1788,4/28/2020,north
3249,1749,4/28/2020,south
3250,1581,4/28/2020,east
3251,1524,4/28/2020,west
3252,1680,4/29/2020,north
3253,1674,4/29/2020,south
3254,1773,4/29/2020,east
3255,1674,4/29/2020,west
3256,1779,4/30/2020,north
3257,1569,4/30/2020,south
3258,1590,4/30/2020,east
3259,1689,4/30/2020,west
3260,1755,5/1/2020,north
3261,1752,5/1/2020,south
3262,1641,5/1/2020,east
3263,1605,5/1/2020,west
3264,1587,5/2/2020,north
3265,1521,5/2/2020,south
3266,1605,5/2/2020,east
3267,1557,5/2/2020,west
3268,1680,5/3/2020,north
3269,1566,5/3/2020,south
3270,1719,5/3/2020,east
3271,1563,5/3/2020,west
3272,1569,5/4/2020,north
3273,1608,5/4/2020,south
3274,1578,5/4/2020,east
3275,1641,5/4/2020,west
3276,1587,5/5/2020,north
3277,1674,5/5/2020,south
3278,1500,5/5/2020,east
3279,1686,5/5/2020,west
3280,1521,5/6/2020,north
3281,1683,5/6/2020,south
3282,1767,5/6/2020,east
3283,1776,5/6/2020,west
3284,1557,5/7/2020,north
3285,1623,5/7/2020,south
3286,1557,5/7/2020,east
3287,1746,5/7/2020,west
3288,1680,5/8/2020,north
3289,1587,5/8/2020,south
3290,1695,5/8/2020,east
3291,1629,5/8/2020,west
3292,1674,5/9/2020,north
3293,1620,5/9/2020,south
3294,1560,5/9/2020,east
3295,1590,5/9/2020,west
3296,1623,5/10/2020,north
3297,1689,5/10/2020,south
3298,1656,5/10/2020,east
3299,1695,5/10/2020,west
3300,1674,5/11/2020,north
3301,1554,5/11/2020,south
3302,1680,5/11/2020,east
3303,1575,5/11/2020,west
3304,1500,5/12/2020,north
3305,1791,5/12/2020,south
3306,1614,5/12/2020,east
3307,1695,5/12/2020,west
3308,1767,5/13/2020,north
3309,1725,5/13/2020,south
3310,1701,5/13/2020,east
3311,1629,5/13/2020,west
3312,1656,5/14/2020,north
3313,1713,5/14/2020,south
3314,1737,5/14/2020,east
3315,1671,5/14/2020,west
3316,1533,5/15/2020,north
3317,1644,5/15/2020,south
3318,1560,5/15/2020,east
3319,1740,5/15/2020,west
3320,1767,5/16/2020,north
3321,1791,5/16/2020,south
3322,1509,5/16/2020,east
3323,1614,5/16/2020,west
3324,1566,5/17/2020,north
3325,1758,5/17/2020,south
3326,1668,5/17/2020,east
3327,1707,5/17/2020,west
3328,1638,5/18/2020,north
3329,1596,5/18/2020,south
3330,1767,5/18/2020,east
3331,1683,5/18/2020,west
3332,1641,5/19/2020,north
3333,1713,5/19/2020,south
3334,1515,5/19/2020,east
3335,1602,5/19/2020,west
3336,1575,5/20/2020,north
3337,1791,5/20/2020,south
3338,1545,5/20/2020,east
3339,1686,5/20/2020,west
3340,1587,5/21/2020,north
3341,1791,5/21/2020,south
3342,1653,5/21/2020,east
3343,1671,5/21/2020,west
3344,1542,5/22/2020,north
3345,1686,5/22/2020,south
3346,1569,5/22/2020,east
3347,1518,5/22/2020,west
3348,1620,5/23/2020,north
3349,1536,5/23/2020,south
3350,1713,5/23/2020,east
3351,1788,5/23/2020,west
3352,1773,5/24/2020,north
3353,1785,5/24/2020,south
3354,1509,5/24/2020,east
3355,1713,5/24/2020,west
3356,1536,5/25/2020,north
3357,1704,5/25/2020,south
3358,1563,5/25/2020,east
3359,1539,5/25/2020,west
3360,1545,5/26/2020,north
3361,1530,5/26/2020,south
3362,1758,5/26/2020,east
3363,1656,5/26/2020,west
3364,1563,5/27/2020,north
3365,1758,5/27/2020,south
3366,1656,5/27/2020,east
3367,1707,5/27/2020,west
3368,1581,5/28/2020,north
3369,1569,5/28/2020,south
3370,1533,5/28/2020,east
3371,1566,5/28/2020,west
3372,1722,5/29/2020,north
3373,1602,5/29/2020,south
3374,1698,5/29/2020,east
3375,1566,5/29/2020,west
3376,1599,5/30/2020,north
3377,1788,5/30/2020,south
3378,1743,5/30/2020,east
3379,1647,5/30/2020,west
3380,1566,5/31/2020,north
3381,1608,5/31/2020,south
3382,1791,5/31/2020,east
3383,1764,5/31/2020,west
3384,1752,6/1/2020,north
3385,1608,6/1/2020,south
3386,1554,6/1/2020,east
3387,1710,6/1/2020,west
3388,1677,6/2/2020,north
3389,1794,6/2/2020,south
3390,1800,6/2/2020,east
3391,1767,6/2/2020,west
3392,1782,6/3/2020,north
3393,1584,6/3/2020,south
3394,1545,6/3/2020,east
3395,1617,6/3/2020,west
3396,1644,6/4/2020,north
3397,1527,6/4/2020,south
3398,1707,6/4/2020,east
3399,1773,6/4/2020,west
3400,1587,6/5/2020,north
3401,1632,6/5/2020,south
3402,1569,6/5/2020,east
3403,1566,6/5/2020,west
3404,1683,6/6/2020,north
3405,1689,6/6/2020,south
3406,1704,6/6/2020,east
3407,1749,6/6/2020,west
3408,1620,6/7/2020,north
3409,1650,6/7/2020,south
3410,1743,6/7/2020,east
3411,1674,6/7/2020,west
3412,1527,6/8/2020,north
3413,1638,6/8/2020,south
3414,1584,6/8/2020,east
3415,1695,6/8/2020,west
3416,1503,6/9/2020,north
3417,1569,6/9/2020,south
3418,1572,6/9/2020,east
3419,1593,6/9/2020,west
3420,1761,6/10/2020,north
3421,1512,6/10/2020,south
3422,1617,6/10/2020,east
3423,1593,6/10/2020,west
3424,1590,6/11/2020,north
3425,1611,6/11/2020,south
3426,1719,6/11/2020,east
3427,1719,6/11/2020,west
3428,1512,6/12/2020,north
3429,1776,6/12/2020,south
3430,1575,6/12/2020,east
3431,1746,6/12/2020,west
3432,1581,6/13/2020,north
3433,1689,6/13/2020,south
3434,1776,6/13/2020,east
3435,1560,6/13/2020,west
3436,1734,6/14/2020,north
3437,1788,6/14/2020,south
3438,1743,6/14/2020,east
3439,1719,6/14/2020,west
3440,1542,6/15/2020,north
3441,1758,6/15/2020,south
3442,1674,6/15/2020,east
3443,1584,6/15/2020,west
3444,1668,6/16/2020,north
3445,1620,6/16/2020,south
3446,1695,6/16/2020,east
3447,1638,6/16/2020,west
3448,1554,6/17/2020,north
3449,1659,6/17/2020,south
3450,1734,6/17/2020,east
3451,1527,6/17/2020,west
3452,1611,6/18/2020,north
3453,1734,6/18/2020,south
3454,1743,6/18/2020,east
3455,1557,6/18/2020,west
3456,1800,6/19/2020,north
3457,1536,6/19/2020,south
3458,1578,6/19/2020,east
3459,1515,6/19/2020,west
3460,1647,6/20/2020,north
3461,1641,6/20/2020,south
3462,1614,6/20/2020,east
3463,1518,6/20/2020,west
3464,1755,6/21/2020,north
3465,1620,6/21/2020,south
3466,1725,6/21/2020,east
3467,1668,6/21/2020,west
3468,1761,6/22/2020,north
3469,1542,6/22/2020,south
3470,1539,6/22/2020,east
3471,1524,6/22/2020,west
3472,1767,6/23/2020,north
3473,1581,6/23/2020,south
3474,1770,6/23/2020,east
3475,1758,6/23/2020,west
3476,1617,6/24/2020,north
3477,1518,6/24/2020,south
3478,1791,6/24/2020,east
3479,1695,6/24/2020,west
3480,1503,6/25/2020,north
3481,1794,6/25/2020,south
3482,1638,6/25/2020,east
3483,1536,6/25/2020,west
3484,1707,6/26/2020,north
3485,1578,6/26/2020,south
3486,1719,6/26/2020,east
3487,1728,6/26/2020,west
3488,1644,6/27/2020,north
3489,1527,6/27/2020,south
3490,1578,6/27/2020,east
3491,1623,6/27/2020,west
3492,1608,6/28/2020,north
3493,1779,6/28/2020,south
3494,1689,6/28/2020,east
3495,1629,6/28/2020,west
3496,1722,6/29/2020,north
3497,1662,6/29/2020,south
3498,1662,6/29/2020,east
3499,1503,6/29/2020,west
3500,1794,6/30/2020,north
3501,1572,6/30/2020,south
3502,1668,6/30/2020,east
3503,1647,6/30/2020,west
3504,1632,7/1/2020,north
3505,1578,7/1/2020,south
3506,1650,7/1/2020,east
3507,1797,7/1/2020,west
3508,1734,7/2/2020,north
3509,1734,7/2/2020,south
3510,1581,7/2/2020,east
3511,1665,7/2/2020,west
3512,1695,7/3/2020,north
3513,1701,7/3/2020,south
3514,1584,7/3/2020,east
3515,1518,7/3/2020,west
3516,1737,7/4/2020,north
3517,1656,7/4/2020,south
3518,1695,7/4/2020,east
3519,1563,7/4/2020,west
3520,1788,7/5/2020,north
3521,1746,7/5/2020,south
3522,1647,7/5/2020,east
3523,1527,7/5/2020,west
3524,1548,7/6/2020,north
3525,1572,7/6/2020,south
3526,1569,7/6/2020,east
3527,1527,7/6/2020,west
3528,1500,7/7/2020,north
3529,1791,7/7/2020,south
3530,1656,7/7/2020,east
3531,1743,7/7/2020,west
3532,1563,7/8/2020,north
3533,1722,7/8/2020,south
3534,1758,7/8/2020,east
3535,1524,7/8/2020,west
3536,1788,7/9/2020,north
3537,1713,7/9/2020,south
3538,1596,7/9/2020,east
3539,1716,7/9/2020,west
3540,1587,7/10/2020,north
3541,1509,7/10/2020,south
3542,1698,7/10/2020,east
3543,1515,7/10/2020,west
3544,1500,7/11/2020,north
3545,1689,7/11/2020,south
3546,1554,7/11/2020,east
3547,1509,7/11/2020,west
3548,1746,7/12/2020,north
3549,1572,7/12/2020,south
3550,1773,7/12/2020,east
3551,1596,7/12/2020,west
3552,1680,7/13/2020,north
3553,1764,7/13/2020,south
3554,1782,7/13/2020,east
3555,1728,7/13/2020,west
3556,1557,7/14/2020,north
3557,1515,7/14/2020,south
3558,1695,7/14/2020,east
3559,1500,7/14/2020,west
3560,1542,7/15/2020,north
3561,1740,7/15/2020,south
3562,1647,7/15/2020,east
3563,1596,7/15/2020,west
3564,1515,7/16/2020,north
3565,1731,7/16/2020,south
3566,1605,7/16/2020,east
3567,1791,7/16/2020,west
3568,1794,7/17/2020,north
3569,1677,7/17/2020,south
3570,1641,7/17/2020,east
3571,1773,7/17/2020,west
3572,1623,7/18/2020,north
3573,1707,7/18/2020,south
3574,1749,7/18/2020,east
3575,1797,7/18/2020,west
3576,1614,7/19/2020,north
3577,1653,7/19/2020,south
3578,1674,7/19/2020,east
3579,1779,7/19/2020,west
3580,1797,7/20/2020,north
3581,1560,7/20/2020,south
3582,1638,7/20/2020,east
3583,1716,7/20/2020,west
3584,1572,7/21/2020,north
3585,1767,7/21/2020,south
3586,1689,7/21/2020,east
3587,1734,7/21/2020,west
3588,1668,7/22/2020,north
3589,1728,7/22/2020,south
3590,1668,7/22/2020,east
3591,1584,7/22/2020,west
3592,1692,7/23/2020,north
3593,1710,7/23/2020,south
3594,1758,7/23/2020,east
3595,1545,7/23/2020,west
3596,1530,7/24/2020,north
3597,1530,7/24/2020,south
3598,1575,7/24/2020,east
3599,1776,7/24/2020,west
3600,1794,7/25/2020,north
3601,1647,7/25/2020,south
3602,1611,7/25/2020,east
3603,1704,7/25/2020,west
3604,1569,7/26/2020,north
3605,1659,7/26/2020,south
3606,1575,7/26/2020,east
3607,1788,7/26/2020,west
3608,1602,7/27/2020,north
3609,1620,7/27/2020,south
3610,1530,7/27/2020,east
3611,1608,7/27/2020,west
3612,1800,7/28/2020,north
3613,1506,7/28/2020,south
3614,1608,7/28/2020,east
3615,1581,7/28/2020,west
3616,1533,7/29/2020,north
3617,1686,7/29/2020,south
3618,1773,7/29/2020,east
3619,1644,7/29/2020,west
3620,1722,7/30/2020,north
3621,1584,7/30/2020,south
3622,1596,7/30/2020,east
3623,1512,7/30/2020,west
3624,1527,7/31/2020,north
3625,1530,7/31/2020,south
3626,1533,7/31/2020,east
3627,1530,7/31/2020,west
3628,1788,8/1/2020,north
3629,1596,8/1/2020,south
3630,1680,8/1/2020,east
3631,1671,8/1/2020,west
3632,1656,8/2/2020,north
3633,1716,8/2/2020,south
3634,1623,8/2/2020,east
3635,1596,8/2/2020,west
3636,1665,8/3/2020,north
3637,1650,8/3/2020,south
3638,1503,8/3/2020,east
3639,1665,8/3/2020,west
3640,1539,8/4/2020,north
3641,1659,8/4/2020,south
3642,1602,8/4/2020,east
3643,1719,8/4/2020,west
3644,1749,8/5/2020,north
3645,1548,8/5/2020,south
3646,1653,8/5/2020,east
3647,1662,8/5/2020,west
3648,1770,8/6/2020,north
3649,1710,8/6/2020,south
3650,1509,8/6/2020,east
3651,1545,8/6/2020,west
3652,1740,8/7/2020,north
3653,1524,8/7/2020,south
3654,1641,8/7/2020,east
3655,1710,8/7/2020,west
3656,1728,8/8/2020,north
3657,1695,8/8/2020,south
3658,1716,8/8/2020,east
3659,1785,8/8/2020,west
3660,1617,8/9/2020,north
3661,1752,8/9/2020,south
3662,1734,8/9/2020,east
3663,1521,8/9/2020,west
3664,1545,8/10/2020,north
3665,1722,8/10/2020,south
3666,1647,8/10/2020,east
3667,1530,8/10/2020,west
3668,1632,8/11/2020,north
3669,1620,8/11/2020,south
3670,1551,8/11/2020,east
3671,1557,8/11/2020,west
3672,1737,8/12/2020,north
3673,1749,8/12/2020,south
3674,1704,8/12/2020,east
3675,1671,8/12/2020,west
3676,1500,8/13/2020,north
3677,1500,8/13/2020,south
3678,1701,8/13/2020,east
3679,1785,8/13/2020,west
3680,1542,8/14/2020,north
3681,1791,8/14/2020,south
3682,1716,8/14/2020,east
3683,1665,8/14/2020,west
3684,1740,8/15/2020,north
3685,1632,8/15/2020,south
3686,1560,8/15/2020,east
3687,1689,8/15/2020,west
3688,1749,8/16/2020,north
3689,1605,8/16/2020,south
3690,1629,8/16/2020,east
3691,1728,8/16/2020,west
3692,1554,8/17/2020,north
3693,1629,8/17/2020,south
3694,1698,8/17/2020,east
3695,1635,8/17/2020,west
3696,1761,8/18/2020,north
3697,1566,8/18/2020,south
3698,1692,8/18/2020,east
3699,1563,8/18/2020,west
3700,1662,8/19/2020,north
3701,1635,8/19/2020,south
3702,1674,8/19/2020,east
3703,1602,8/19/2020,west
3704,1686,8/20/2020,north
3705,1506,8/20/2020,south
3706,1515,8/20/2020,east
3707,1779,8/20/2020,west
3708,1557,8/21/2020,north
3709,1551,8/21/2020,south
3710,1521,8/21/2020,east
3711,1710,8/21/2020,west
3712,1563,8/22/2020,north
3713,1683,8/22/2020,south
3714,1791,8/22/2020,east
3715,1773,8/22/2020,west
3716,1716,8/23/2020,north
3717,1731,8/23/2020,south
3718,1593,8/23/2020,east
3719,1788,8/23/2020,west
3720,1785,8/24/2020,north
3721,1647,8/24/2020,south
3722,1755,8/24/2020,east
3723,1665,8/24/2020,west
3724,1545,8/25/2020,north
3725,1755,8/25/2020,south
3726,1605,8/25/2020,east
3727,1548,8/25/2020,west
3728,1533,8/26/2020,north
3729,1752,8/26/2020,south
3730,1758,8/26/2020,east
3731,1767,8/26/2020,west
3732,1761,8/27/2020,north
3733,1671,8/27/2020,south
3734,1551,8/27/2020,east
3735,1686,8/27/2020,west
3736,1788,8/28/2020,north
3737,1551,8/28/2020,south
3738,1554,8/28/2020,east
3739,1623,8/28/2020,west
3740,1698,8/29/2020,north
3741,1659,8/29/2020,south
3742,1593,8/29/2020,east
3743,1674,8/29/2020,west
3744,1800,8/30/2020,north
3745,1554,8/30/2020,south
3746,1713,8/30/2020,east
3747,1611,8/30/2020,west
3748,1797,8/31/2020,north
3749,1581,8/31/2020,south
3750,1623,8/31/2020,east
3751,1515,8/31/2020,west
3752,1797,9/1/2020,north
3753,1704,9/1/2020,south
3754,1539,9/1/2020,east
3755,1617,9/1/2020,west
3756,1737,9/2/2020,north
3757,1635,9/2/2020,south
3758,1671,9/2/2020,east
3759,1632,9/2/2020,west
3760,1575,9/3/2020,north
3761,1713,9/3/2020,south
3762,1581,9/3/2020,east
3763,1719,9/3/2020,west
3764,1533,9/4/2020,north
3765,1539,9/4/2020,south
3766,1569,9/4/2020,east
3767,1743,9/4/2020,west
3768,1620,9/5/2020,north
3769,1743,9/5/2020,south
3770,1563,9/5/2020,east
3771,1764,9/5/2020,west
3772,1638,9/6/2020,north
3773,1734,9/6/2020,south
3774,1794,9/6/2020,east
3775,1782,9/6/2020,west
3776,1509,9/7/2020,north
3777,1749,9/7/2020,south
3778,1608,9/7/2020,east
3779,1794,9/7/2020,west
3780,1710,9/8/2020,north
3781,1536,9/8/2020,south
3782,1539,9/8/2020,east
3783,1512,9/8/2020,west
3784,1578,9/9/2020,north
3785,1575,9/9/2020,south
3786,1551,9/9/2020,east
3787,1650,9/9/2020,west
3788,1662,9/10/2020,north
3789,1767,9/10/2020,south
3790,1596,9/10/2020,east
3791,1710,9/10/2020,west
3792,1764,9/11/2020,north
3793,1722,9/11/2020,south
